state,country,gender,ethnicity,studentIDs,originSource,studentType,major,financialAidOfferedAmount,athlete,sport,raleyCollegeTagExists,recruitingTerritory,counselor,counselorIncomingTextCount,counselorOutgoingTextCount,phoneSuccessfulCount,phoneUnsuccessfulCount,phoneVoicemailCount,admittedStudentsDay,bisonDay,bisonDayAtTheWeekend,campusVisit,dallasBisonExclusive,footballVisit,golfVisit,oklahomaCityBisonExclusive,scholarsBisonDay,scholarsMixerAndBanquet,scholarshipInterview,scholarshipInterviewRegistration,softballVisit,trackVisit,tulsaBisonExclusive,volleyballVisit,eventsAttendedCount
MS,PNG,M,Eth-5,01515967,Capture Higher Ed,First-Time Freshman,Early Childhood Education,2190,N,Golf,Y,Homeschool,C14,20,20,11,12,7,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,9
Francisco Morazan,ETH,Not Declared,Eth-6,01450365,College Fair Contact,First-Time Freshman,Sports Communication,4855,N,Soccer,N,T07,C8,6,17,17,11,6,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,13
Grand Casablanca,GMB,M,Eth-5,01584290,Clark Higher Ed Prospect,Transfer,"Mathematics Education, Secondary",2992,Y,Basketball (Men's),N,P02,C3,12,2,18,18,1,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,5
MI,CYP,M,Eth-2,01479718,GTCF Matchmaker,Transfer,"Biblical and Theological Studies, History and Theology Emphasis",3101,Y,Dance,Y,Graduate,C11,0,14,19,20,7,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,5
Mexico City,UGA,Not Declared,Eth-6,01424435,CLT Prospect,Transfer,Cross-Cultural Ministry,3930,N,Marching Band,N,T05,C9,17,17,9,7,3,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,1
MO,ARE,Not Declared,Eth-6,01339163,Inquiry Card,Second Degree,Fine Arts,4255,Y,Marching Band,Y,T07,C4,10,15,15,5,15,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,4
Nairobi County,TJK,M,Not Declared,01418427,Clark Higher Ed Quick App,Transfer (24+ Hours),Computer Science,2734,Y,Basketball (Women's),Y,P02,C5,8,11,3,20,15,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,12
Artigas,CZE,M,Eth-6,01499840,Transcript Received,Readmit,"Special Education, Elementary Track",3862,N,Marching Band,Y,T04,C3,10,14,18,2,20,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,3
Plateau,Not Declared,Not Declared,Eth-5,01418586,ACT Tape Load,Transfer,"Global Marketplace Engagement, Political Science Emphasis",3442,Y,Volleyball,N,T01,C8,10,6,10,15,15,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,4
Oromia,BWA,M,Not Declared,01418808,NRCCUA Declared Names,Second Degree,"Psychology, Pre-Counseling",4528,N,Basketball (Women's),Y,T07,C4,9,15,4,4,0,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,12
Kigali,SWZ,Not Declared,Not Declared,01574595,Text Message - Outgoing,Test Optional,"Social Sciences Education, Secondary",4925,Y,Track & Field (Men's),N,T00,C11,0,4,18,18,15,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,1
Bujumbura,BEN,M,Eth-6,01406481,Night on the Hill Reservation,Test Optional,"Piano Performance, Pedagogy Emphasis",2142,Y,Marching Band,Y,T07,C6,18,15,17,4,7,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,6
Edo,IRN,M,Eth-8,01590445,FAFSA,Second Degree,Mathematics,3776,N,Track & Field (Women's),N,T01,C14,18,18,16,5,4,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,11
Manzini,WSM,Not Declared,Eth-6,01332826,Church Visit,Test Optional,"Sports and Recreation, Camp Administration Emphasis",3038,N,STUNT,Y,T06,C7,12,0,17,3,12,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,11
Tashkent Province,MEX,M,Eth-7,01439638,Graduate Website Inquiry,Transfer (24+ Hours),Management,4517,N,Marching Band,N,T06,C3,5,13,19,2,14,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,2
Edo,TJK,Not Declared,Eth-9,01405964,College Raptor,Second Degree,Biblical and Theological Studies,2720,Y,Basketball (Women's),N,T06,C10,16,14,16,19,4,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,11
Nairobi County,URY,Not Declared,Eth-7,01360112,SAT Score,Test Optional,Undecided,3169,N,Marching Band,Y,T05,C6,18,12,12,2,20,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,1
Northern,CZE,Not Declared,Eth-2,01520775,Inquiry Form,Test Optional,Interdisciplinary Studies,3530,Y,STUNT,Y,T01,C12,7,5,8,2,4,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,6
ASHANTI REGION,SLE,Not Declared,Eth-9,01514996,Referral - OBU Faculty Member,First-Time Freshman,Engineering - Mechanical Engineering,2895,N,Basketball (Women's),Y,T05,C4,11,2,8,11,8,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,8
Samarqand,ESP,Not Declared,Eth-5,01554676,Clark Higher Ed Quick App,First-Time Freshman,MBA in Transformational Leadership,3308,N,Track & Field (Women's),N,T01,C6,15,11,15,11,19,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,16
Saint Catherine,GMB,M,Eth-7,01332552,Southern Baptist Convention,Transfer,Computer Information Systems,4049,Y,Basketball (Women's),Y,T05,C3,6,14,16,12,2,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,4
AK,BRB,M,Eth-1,01485713,Phone Call - Voicemail,Test Optional,"Biblical and Theological Studies, Biblical Language Emphasis",3687,Y,Marching Band,N,T02,C4,18,5,14,10,6,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,12
NC,NZL,M,Eth-6,01385324,Jump Forward Athletic Website,Second Degree,Communication Studies,4729,N,Basketball (Men's),N,T05,C13,4,1,15,20,3,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,17
Central River Division,PER,M,Eth-6,01474568,SAT Score,Transfer,"Global Marketplace Engagement, Math Education Emphasis",3906,N,Soccer,Y,T04,C8,18,17,20,19,15,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,14
DE,VNM,Not Declared,Eth-8,01523355,CLT Score,Readmit,Business Administration,3101,Y,Volleyball,Y,T06,C5,11,14,4,19,20,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,19
Istanbul,PHL,M,Eth-6,01358297,Capture Higher Ed,Transfer,Mathematics,4978,Y,Basketball (Women's),N,T07,C12,4,14,1,5,19,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,13
Limpopo,ZAF,M,Eth-9,01422214,Campus Visit Registration,Second Degree,"Spanish Education, P-12",3101,N,Basketball (Women's),Y,P02,C9,12,13,3,3,14,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,11
Lagos,SSD,M,Eth-4,01304871,Graduate Website Inquiry,First-Time Freshman,Applied Mathematics: Data Science Emphasis,4264,N,Dance,Y,T07,C14,11,3,20,19,7,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,2
UT,SLV,M,Eth-4,01561035,Bison Day Attended,Transfer,Computer Information Systems,3188,Y,Soccer,N,P01,C10,1,12,11,11,7,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,3
Sylhet Division,OMN,M,Eth-3,01419381,CLT Application,Readmit,Christian Ministry,3948,Y,Softball,N,T04,C9,9,4,0,17,16,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,5
BC,MEX,M,Eth-1,01404091,Encoura Affinity Connection,Test Optional,Christian Ministry,3308,Y,Track & Field (Men's),N,T01,C10,11,11,14,7,18,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,13
Harghita,SEN,M,Not Declared,01373894,StriveScan - Connections,Test Optional,Creative Writing,3783,Y,Football,Y,T07,C3,0,7,9,12,18,Y,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,18
Osun,MWI,M,Eth-2,01441206,Paper Application,Test Optional,"Sports and Recreation, Sports Ministry Emphasis",4958,Y,Volleyball,N,Homeschool,C12,7,18,2,19,10,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,5
NJ,KWT,Not Declared,Eth-3,01315453,Private Colleges & Universities,Second Degree,"Biblical and Theological Studies, Biblical Language Emphasis",3687,Y,Track & Field (Men's),N,Graduate,C13,17,5,3,4,10,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,10
CAPITAL CITY,TUR,M,Eth-6,01581464,RNL Junior Search,Transfer (24+ Hours),Mathematics,3308,N,Soccer,N,T03,C7,0,13,18,3,6,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,13
Upper West,ITA,Not Declared,Eth-3,01426919,SAT Score,Transfer,Biochemistry,4929,Y,Track & Field (Women's),N,P01,C3,9,19,8,13,15,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,17
Tashkent Province,SWZ,Not Declared,Eth-1,01425493,Inquiry Form,Test Optional,Music Composition,2720,Y,STUNT,Y,T03,C8,1,5,17,18,15,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,17
North Kivu,MEX,M,Eth-2,01366450,College Fair Contact,Transfer (24+ Hours),"Art Education, P-12",3948,N,Golf,Y,P02,C4,18,12,17,19,2,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,6
Northern Ireland,SWZ,Not Declared,Eth-6,01516375,Christian Connector Web Response,Test Optional,"Science Education, Secondary",3794,N,Golf,Y,Graduate,C2,14,19,1,11,19,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,18
Central River Division,NPL,Not Declared,Eth-4,01391318,Empower Conference,Second Degree,"Art Education, P-12",3692,Y,Basketball (Women's),Y,Homeschool,C2,12,7,12,20,4,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,6
Bolivar,CYP,Not Declared,Not Declared,01381270,College Raptor,Transfer,"Journalism and Mass Communication, Media Production Emphasis",2142,Y,Football,N,T06,C8,7,11,2,3,5,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,16
RI,PSE,Not Declared,Eth-2,01419976,GTCF Matchmaker,Transfer (24+ Hours),Undecided,4522,Y,Soccer,N,Graduate,C2,10,12,16,8,16,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,19
Mexico City,ETH,Not Declared,Eth-2,01405283,Campus Visit Registration,Second Degree,MBA in Transformational Leadership,4444,N,STUNT,N,P02,C11,13,2,7,19,14,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,1
OK,ROU,Not Declared,Eth-9,01365844,NRCCUA Declared Names,Transfer (24+ Hours),Physics,2400,N,Soccer,N,P02,C6,0,5,16,10,12,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,19
Osun,BRB,M,Eth-6,01442407,Clark Higher Ed Search,Transfer (24+ Hours),"Mathematics Education, Secondary",3860,Y,Track & Field (Men's),Y,Raley College,C11,8,14,16,16,19,Y,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,20
Cross River,ARG,Not Declared,Eth-4,01466424,CLT Application,Second Degree,History,3188,Y,Marching Band,N,Graduate,C4,18,6,15,4,17,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,11
BONO EAST,KAZ,M,Eth-6,01428412,Not Declared,Readmit,"Social Sciences Education, Secondary",2837,Y,Soccer,N,T03,C8,12,6,0,6,14,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,13
Nairobi County,DEU,M,Eth-8,01468556,CLT Prospect,Readmit,Biology,3418,Y,Track & Field (Men's),N,P01,C3,11,18,14,19,12,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,17
LAGOS,BGD,M,Eth-1,01392280,Christian Connector,Transfer (24+ Hours),Creative Writing,2501,N,Dance,Y,Homeschool,C14,3,3,11,2,20,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,4
Greater Accra,MWI,Not Declared,Eth-2,01424298,Phone Call - Voicemail,First-Time Freshman,"Special Education, Early Childhood Track",2895,Y,Softball,N,T00,C5,20,4,18,16,18,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,13
WY,RWA,M,Eth-2,01487709,Christian Connector,Readmit,"Special Education, Early Childhood Track",3749,Y,Track & Field (Women's),Y,Graduate,C8,13,14,4,20,14,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,2
WI,KAZ,Not Declared,Not Declared,01513864,College Fair Contact,Second Degree,Alternative Teaching Certificate,4776,N,Track & Field (Women's),N,T03,C2,8,17,13,2,10,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,16
Manipur,NLD,Not Declared,Eth-4,01556602,Clark Higher Ed Search,Transfer (24+ Hours),International Business,2779,N,Dance,Y,T04,C12,8,9,11,8,2,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,1
NJ,ESP,M,Eth-5,01366119,CLT Score,Readmit,Sociology,2837,N,Softball,Y,P01,C8,7,2,2,15,11,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,13
Limpopo,BDI,Not Declared,Eth-9,01340045,Capture Higher Ed,Transfer,"Sports and Recreation, Sports Ministry Emphasis",2039,N,Soccer,N,Graduate,C12,4,14,0,9,11,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,6
AR,UZB,Not Declared,Eth-5,01447957,Encoura Affinity Connection,First-Time Freshman,"Special Education, Elementary Track",4905,Y,Basketball (Men's),Y,T07,C9,10,14,10,3,20,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,5
FL,NPL,Not Declared,Eth-2,01570230,StriveScan - Scans,Test Optional,Natural Science,3906,N,Not Declared,Y,T03,C8,9,5,19,11,19,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,11
Oromia,SLE,M,Eth-1,01346095,Church Visit,Transfer,Philosophy,2556,N,Basketball (Men's),N,T06,C12,0,11,11,0,3,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,15
Oshana,WSM,Not Declared,Eth-1,01391953,FAFSA,Transfer,"Biblical and Theological Studies, Biblical Studies Emphasis",2556,N,Track & Field (Men's),N,T00,C12,0,10,1,0,14,N,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,8
GHANA,VEN,M,Eth-5,01325778,Niche Prospects,Test Optional,Engineering - Electrical Engineering,3895,N,Soccer,Y,Graduate,C12,11,1,9,7,7,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,13
Sabaragamuwa,KAZ,Not Declared,Eth-9,01558439,ACT Tape Load,Test Optional,Sport Psychology,4522,N,Soccer,Y,T03,C2,18,18,17,11,20,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,19
ADDIS ABABA,NZL,Not Declared,Not Declared,01374182,Phone Call - Unsuccessful,Second Degree,Sports Communication,4905,Y,Track & Field (Men's),Y,Graduate,C11,12,4,1,2,10,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,1
OK,HND,M,Not Declared,01420138,Paper Application,Transfer,Sport Psychology,3658,Y,Softball,Y,Raley College,C11,2,15,4,5,14,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,17
West Bengal,NAM,M,Eth-3,01569242,Clark Higher Ed Leads,Transfer (24+ Hours),"Computer Science, Interdisciplinary Emphasis",3289,Y,Volleyball,N,Graduate,C8,7,1,13,16,20,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,12
Southern,SWZ,Not Declared,Eth-5,01553938,Campus Visit Attended,Transfer (24+ Hours),"Global Marketplace Engagement, Business Emphasis",3696,Y,Football,Y,T02,C7,1,14,8,17,15,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,14
NM,NAM,M,Eth-4,01587594,Next Step Magazine,Readmit,"Exercise Science, Human Performance Emphasis",2697,N,Golf,Y,T03,C11,1,17,10,3,17,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,14
Bong,NAM,M,Not Declared,01539094,CLT Score,Transfer (24+ Hours),Engineering - Systems Engineering,3101,Y,Soccer,N,P02,C4,1,11,2,0,20,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,3
Kinshasa,NLD,M,Eth-2,01514342,Campus Visit Attended,Test Optional,Physics,4174,N,Football,N,Raley College,C6,1,10,18,7,20,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,2
DE,FRA,M,Eth-6,01514438,High School Visit,First-Time Freshman,"Mathematics Education, Secondary",3155,Y,Football,N,T03,C7,12,15,15,11,2,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,13
Western Cape,CHL,M,Eth-3,01368872,Super Summer,Second Degree,Chemistry,4907,N,Golf,Y,Graduate,C3,16,17,8,11,10,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,2
Kisii,ETH,Not Declared,Eth-1,01388960,SAT Score,Transfer,Not Declared,3762,N,Volleyball,Y,P02,C13,2,12,15,11,11,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,14
DAKAR,CUB,M,Eth-7,01507529,Southern Baptist Convention,Second Degree,Applied Mathematics: Data Science Emphasis,4433,N,Track & Field (Men's),N,T00,C13,8,20,0,9,14,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y,N,16
ADDIS ABABA,IND,Not Declared,Eth-4,01318186,Campus Visit Registration,Test Optional,"Biblical and Theological Studies, Biblical Language Emphasis",4855,N,Basketball (Men's),N,T05,C7,7,9,4,13,11,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,5
VA,NPL,Not Declared,Eth-8,01332746,Graduate Website Inquiry,Readmit,"Global Marketplace Engagement, TESOL Emphasis",3552,Y,Football,N,T07,C11,10,15,3,11,15,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,14
KY,NAM,Not Declared,Eth-6,01397181,Oklahoma Promise,Transfer,"Global Marketplace Engagement, Math Education Emphasis",2826,Y,STUNT,N,T00,C6,13,5,20,13,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,11
North Rhine-Westphalia,PNG,Not Declared,Eth-6,01453952,CollegExpress,Test Optional,"Biblical and Theological Studies, History and Theology Emphasis",2806,N,STUNT,N,T01,C10,4,18,16,18,20,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,3
GREATER ACCRA,ARE,M,Eth-8,01535716,Not Declared,Transfer,"Exercise Science, Human Performance Emphasis",3369,N,Track & Field (Men's),Y,P01,C14,18,14,0,15,5,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,19
Ogun,DEU,Not Declared,Eth-4,01486839,CLT Score,Readmit,Music Composition,3188,Y,Golf,N,P02,C7,1,1,4,14,15,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,6
Quang Nam,PSE,Not Declared,Eth-8,01373417,New Mexico Annual Convention,Second Degree,MBA in Transformational Leadership,2556,Y,Track & Field (Men's),N,T07,C8,18,6,14,12,0,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,17
PUNJAB,ROU,Not Declared,Eth-5,01447967,Church Visit,Transfer,Family Therapy,3762,N,Golf,Y,Homeschool,C7,7,3,3,12,15,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,1
Greater Accra,SEN,Not Declared,Eth-4,01415129,StriveScan - Connections,Transfer (24+ Hours),Finance,3230,N,Football,N,T06,C5,11,14,0,4,5,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,15
Centre,IRN,M,Eth-2,01440838,Falls Creek,Transfer (24+ Hours),"Global Marketplace Engagement, Math Education Emphasis",2069,N,Marching Band,N,P02,C4,12,10,18,6,10,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,9
NH,WSM,Not Declared,Eth-8,01403859,Niche Inquiries,Transfer,Christian Studies,4255,N,Soccer,N,T00,C5,20,14,8,18,3,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,2
Qashqadaryo,MAR,Not Declared,Eth-6,01555967,College Fair Contact,Transfer,Christian Studies,4103,N,Basketball (Men's),Y,Raley College,C2,8,1,16,19,17,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,20
OK,ITA,Not Declared,Eth-5,01430875,Website Inquiry,Transfer (24+ Hours),"Sports and Recreation, Camp Administration Emphasis",3413,N,Football,Y,T07,C6,18,5,5,4,15,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,2
Oyo,UZB,Not Declared,Eth-5,01371372,CollegExpress,First-Time Freshman,Management,4433,Y,Track & Field (Women's),Y,T01,C2,15,5,8,9,5,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,2
AP,ZWE,Not Declared,Eth-6,01401098,Clark Higher Ed Search,Readmit,Worship Studies,3413,Y,Track & Field (Men's),N,T04,C2,10,17,20,5,1,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,19
Edo,BGD,Not Declared,Eth-4,01582380,Next Step Magazine,Readmit,Elementary Education,3553,N,Basketball (Women's),N,T03,C14,7,18,2,11,16,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,3
Edo,TZA,M,Eth-7,01344806,CLT Application,Readmit,Undecided,3762,Y,Golf,N,P01,C11,0,9,2,9,15,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,13
Brong-Ahafo,URY,Not Declared,Eth-8,01428531,Campus Visit Attended,Second Degree,"Spanish Education, P-12",2055,N,Golf,Y,Homeschool,C8,4,13,20,11,15,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,20
Buenos Aires,CHL,Not Declared,Eth-1,01313203,Christian Connector,Second Degree,"Christian Ministry, Pastoral Ministry Emphasis",3906,Y,Dance,Y,Raley College,C11,14,0,9,2,20,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,10
Lambayeque,SLV,Not Declared,Eth-7,01510713,Church Visit,Transfer,Psychology,3687,N,Basketball (Men's),Y,T06,C2,12,14,15,17,11,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,3
Punjab,WSM,Not Declared,Eth-7,01319959,Jump Forward Athletic Website,First-Time Freshman,Sociology,2779,N,Not Declared,Y,T01,C7,3,11,14,12,5,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,18
Andhra Pradesh,TUR,M,Eth-4,01502039,Referral - OBU Faculty Member,Test Optional,Marketing,3762,N,Golf,N,T04,C4,11,10,11,0,1,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,17
LA,SEN,M,Eth-3,01580184,CLT Prospect,Transfer (24+ Hours),"Global Marketplace Engagement, Business Emphasis",2779,N,Soccer,N,T06,C3,7,1,18,10,15,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,N,N,18
Herat,NGA,Not Declared,Eth-9,01562128,STEM Camp,Transfer,"Chemistry, Forensic Emphasis",4826,Y,STUNT,N,T01,C10,16,13,16,12,11,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,3
Baringo,TZA,M,Eth-3,01564114,Niche Prospects,Transfer (24+ Hours),Master of Arts in Christian Studies: Biblical and Theological Studies (In-Person),4255,Y,STUNT,N,T03,C5,10,2,0,18,15,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,3
Gandaki,USA,Not Declared,Eth-7,01397029,CLT Prospect,Second Degree,Early Childhood Education,2992,N,Marching Band,N,Graduate,C13,18,14,12,2,18,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,6
Littoral,BGD,Not Declared,Eth-4,01329655,Oklahoma Promise,Second Degree,English,2400,Y,Marching Band,Y,Homeschool,C14,14,19,9,14,4,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,10
Araucania,TJK,M,Eth-9,01373071,Text Message - Outgoing,Test Optional,Applied Mathematics: Actuarial and Financial Math Emphasis,2355,N,Softball,N,P02,C9,4,11,19,2,19,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,6
NH,Not Declared,Not Declared,Eth-7,01396150,Not Declared,Transfer,Biochemistry,2501,N,Track & Field (Men's),N,T02,C7,9,11,16,7,18,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,13
Buenos Aires,MNG,Not Declared,Eth-9,01500266,Super Summer,Readmit,Music Composition,3948,N,Dance,N,T06,C12,6,11,15,4,4,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,12
MT,TUR,Not Declared,Eth-6,01520782,Capture Higher Ed,First-Time Freshman,Creative Writing,3755,Y,Golf,Y,T02,C6,4,16,18,8,4,N,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,16
Dubai,ITA,M,Eth-1,01482620,Super Summer,First-Time Freshman,Worship Studies,3895,Y,Marching Band,Y,T03,C10,6,3,13,8,6,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,17
CT,BWA,Not Declared,Eth-5,01438143,High School Visit,Transfer (24+ Hours),"Mathematics Education, Secondary",4978,Y,Softball,N,P02,C8,12,12,15,4,4,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,14
ID,PHL,Not Declared,Eth-5,01511223,Paper Application,Test Optional,"Sports and Recreation, Camp Administration Emphasis",2779,Y,Track & Field (Men's),Y,Graduate,C2,0,2,0,16,16,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,13
Morazan,PSE,Not Declared,Eth-8,01410360,Transcript Received,Test Optional,Interdisciplinary,3625,N,Volleyball,Y,P01,C14,4,20,17,2,15,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,5
VT,UZB,Not Declared,Eth-6,01323164,Falls Creek,Transfer,"Sports and Recreation, Sports Ministry Emphasis",3553,N,Softball,Y,Graduate,C6,1,13,12,8,6,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,6
Kiambu,VNM,Not Declared,Not Declared,01385396,Online Application,First-Time Freshman,"Computer Science, Interdisciplinary Emphasis",4905,N,Marching Band,Y,T05,C9,0,18,19,20,11,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,1
